,0
0,2.6142857142857143
1,2.6142857142857143
2,2.6142857142857143
3,2.6142857142857143
4,2.6142857142857143
5,2.6142857142857143
6,2.6142857142857143
7,2.6142857142857143
8,2.6142857142857143
9,2.6142857142857143
10,3.3571428571428568
11,3.3571428571428568
12,3.3571428571428568
13,3.3571428571428568
14,3.3571428571428568
15,3.3571428571428568
16,3.3571428571428568
17,3.3571428571428568
18,3.3571428571428568
19,3.3571428571428568
20,2.458333333333333
21,2.458333333333333
22,2.458333333333333
23,2.458333333333333
24,2.458333333333333
25,2.458333333333333
26,2.458333333333333
27,2.458333333333333
28,2.458333333333333
29,2.458333333333333
30,2.7571428571428567
31,2.7571428571428567
32,2.7571428571428567
33,2.7571428571428567
34,2.7571428571428567
35,2.7571428571428567
36,2.7571428571428567
37,2.7571428571428567
38,2.7571428571428567
39,2.7571428571428567
40,2.492957746478873
41,2.492957746478873
42,2.492957746478873
43,2.492957746478873
44,2.492957746478873
45,2.492957746478873
46,2.492957746478873
47,2.492957746478873
48,2.492957746478873
49,2.492957746478873
50,2.619718309859155
51,2.619718309859155
52,2.619718309859155
53,2.619718309859155
54,2.619718309859155
55,2.619718309859155
56,2.619718309859155
57,2.619718309859155
58,2.619718309859155
59,2.619718309859155
60,2.8169014084507036
61,2.8169014084507036
62,2.8169014084507036
63,2.8169014084507036
64,2.8169014084507036
65,2.8169014084507036
66,2.8169014084507036
67,2.8169014084507036
68,2.8169014084507036
69,2.8169014084507036
70,2.2285714285714286
71,2.2285714285714286
72,2.2285714285714286
73,2.2285714285714286
74,2.2285714285714286
75,2.2285714285714286
76,2.2285714285714286
77,2.2285714285714286
78,2.2285714285714286
79,2.2285714285714286
80,3.0
81,3.0
82,3.0
83,3.0
84,3.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,3.1944444444444446
91,3.1944444444444446
92,3.1944444444444446
93,3.1944444444444446
94,3.1944444444444446
95,3.1944444444444446
96,3.1944444444444446
97,3.1944444444444446
98,3.1944444444444446
99,3.1944444444444446
100,2.657142857142857
101,2.657142857142857
102,2.657142857142857
103,2.657142857142857
104,2.657142857142857
105,2.657142857142857
106,2.657142857142857
107,2.657142857142857
108,2.657142857142857
109,2.657142857142857
110,2.5492957746478875
111,2.5492957746478875
112,2.5492957746478875
113,2.5492957746478875
114,2.5492957746478875
115,2.5492957746478875
116,2.5492957746478875
117,2.5492957746478875
118,2.5492957746478875
119,2.5492957746478875
120,2.8028169014084505
121,2.8028169014084505
122,2.8028169014084505
123,2.8028169014084505
124,2.8028169014084505
125,2.8028169014084505
126,2.8028169014084505
127,2.8028169014084505
128,2.8028169014084505
129,2.8028169014084505
130,2.3142857142857145
131,2.3142857142857145
132,2.3142857142857145
133,2.3142857142857145
134,2.3142857142857145
135,2.3142857142857145
136,2.3142857142857145
137,2.3142857142857145
138,2.3142857142857145
139,2.3142857142857145
140,2.112676056338028
141,2.112676056338028
142,2.112676056338028
143,2.112676056338028
144,2.112676056338028
145,2.112676056338028
146,2.112676056338028
147,2.112676056338028
148,2.112676056338028
149,2.112676056338028
150,2.642857142857143
151,2.642857142857143
152,2.642857142857143
153,2.642857142857143
154,2.642857142857143
155,2.642857142857143
156,2.642857142857143
157,2.642857142857143
158,2.642857142857143
159,2.642857142857143
160,2.2777777777777777
161,2.2777777777777777
162,2.2777777777777777
163,2.2777777777777777
164,2.2777777777777777
165,2.2777777777777777
166,2.2777777777777777
167,2.2777777777777777
168,2.2777777777777777
169,2.2777777777777777
170,2.591549295774648
171,2.591549295774648
172,2.591549295774648
173,2.591549295774648
174,2.591549295774648
175,2.591549295774648
176,2.591549295774648
177,2.591549295774648
178,2.591549295774648
179,2.591549295774648
180,3.056338028169014
181,3.056338028169014
182,3.056338028169014
183,3.056338028169014
184,3.056338028169014
185,3.056338028169014
186,3.056338028169014
187,3.056338028169014
188,3.056338028169014
189,3.056338028169014
190,3.3472222222222223
191,3.3472222222222223
192,3.3472222222222223
193,3.3472222222222223
194,3.3472222222222223
195,3.3472222222222223
196,3.3472222222222223
197,3.3472222222222223
198,3.3472222222222223
199,3.3472222222222223
200,2.8450704225352115
201,2.8450704225352115
202,2.8450704225352115
203,2.8450704225352115
204,2.8450704225352115
205,2.8450704225352115
206,2.8450704225352115
207,2.8450704225352115
208,2.8450704225352115
209,2.8450704225352115
210,2.647887323943662
211,2.647887323943662
212,2.647887323943662
213,2.647887323943662
214,2.647887323943662
215,2.647887323943662
216,2.647887323943662
217,2.647887323943662
218,2.647887323943662
219,2.647887323943662
220,2.628571428571429
221,2.628571428571429
222,2.628571428571429
223,2.628571428571429
224,2.628571428571429
225,2.628571428571429
226,2.628571428571429
227,2.628571428571429
228,2.628571428571429
229,2.628571428571429
230,2.6714285714285717
231,2.6714285714285717
232,2.6714285714285717
233,2.6714285714285717
234,2.6714285714285717
235,2.6714285714285717
236,2.6714285714285717
237,2.6714285714285717
238,2.6714285714285717
239,2.6714285714285717
240,2.157142857142857
241,2.157142857142857
242,2.157142857142857
243,2.157142857142857
244,2.157142857142857
245,2.157142857142857
246,2.157142857142857
247,2.157142857142857
248,2.157142857142857
249,2.157142857142857
250,2.8571428571428568
251,2.8571428571428568
252,2.8571428571428568
253,2.8571428571428568
254,2.8571428571428568
255,2.8571428571428568
256,2.8571428571428568
257,2.8571428571428568
258,2.8571428571428568
259,2.8571428571428568
260,2.2857142857142856
261,2.2857142857142856
262,2.2857142857142856
263,2.2857142857142856
264,2.2857142857142856
265,2.2857142857142856
266,2.2857142857142856
267,2.2857142857142856
268,2.2857142857142856
269,2.2857142857142856
270,2.7464788732394365
271,2.7464788732394365
272,2.7464788732394365
273,2.7464788732394365
274,2.7464788732394365
275,2.7464788732394365
276,2.7464788732394365
277,2.7464788732394365
278,2.7464788732394365
279,2.7464788732394365
280,2.4507042253521125
281,2.4507042253521125
282,2.4507042253521125
283,2.4507042253521125
284,2.4507042253521125
285,2.4507042253521125
286,2.4507042253521125
287,2.4507042253521125
288,2.4507042253521125
289,2.4507042253521125
290,2.4788732394366195
291,2.4788732394366195
292,2.4788732394366195
293,2.4788732394366195
294,2.4788732394366195
295,2.4788732394366195
296,2.4788732394366195
297,2.4788732394366195
298,2.4788732394366195
299,2.4788732394366195
300,2.4857142857142858
301,2.4857142857142858
302,2.4857142857142858
303,2.4857142857142858
304,2.4857142857142858
305,2.4857142857142858
306,2.4857142857142858
307,2.4857142857142858
308,2.4857142857142858
309,2.4857142857142858
310,2.915492957746478
311,2.915492957746478
312,2.915492957746478
313,2.915492957746478
314,2.915492957746478
315,2.915492957746478
316,2.915492957746478
317,2.915492957746478
318,2.915492957746478
319,2.915492957746478
320,2.915492957746478
321,2.915492957746478
322,2.915492957746478
323,2.915492957746478
324,2.915492957746478
325,2.915492957746478
326,2.915492957746478
327,2.915492957746478
328,2.915492957746478
329,2.915492957746478
330,3.054794520547945
331,3.054794520547945
332,3.054794520547945
333,3.054794520547945
334,3.054794520547945
335,3.054794520547945
336,3.054794520547945
337,3.054794520547945
338,3.054794520547945
339,3.054794520547945
340,3.8142857142857145
341,3.8142857142857145
342,3.8142857142857145
343,3.8142857142857145
344,3.8142857142857145
345,3.8142857142857145
346,3.8142857142857145
347,3.8142857142857145
348,3.8142857142857145
349,3.8142857142857145
350,3.191780821917808
351,3.191780821917808
352,3.191780821917808
353,3.191780821917808
354,3.191780821917808
355,3.191780821917808
356,3.191780821917808
357,3.191780821917808
358,3.191780821917808
359,3.191780821917808
360,3.6571428571428566
361,3.6571428571428566
362,3.6571428571428566
363,3.6571428571428566
364,3.6571428571428566
